О движении Земли,TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/52215/preview_alt-37e6c9e8c344a549028874a1228bc044.jpeg
Расколотая битвой синева небес 5,ONA,2022,https://nyaa.shikimori.one/uploads/poster/animes/51039/preview_alt-e0a512f062c8952c41655932884dc089.jpeg
Девушки-пони: Славное дерби — Начало новой эры,Фильм,2024,https://dere.shikimori.one/uploads/poster/animes/57647/preview_alt-a1c878a4ba09c3b68aee4d892d3a22be.jpeg
Невероятное приключение ДжоДжо: Рыцари звёздной пыли 2,TV Сериал,2015,https://nyaa.shikimori.one/uploads/poster/animes/26055/preview_alt-1a1254bcba319a05260331344a01947d.jpeg
Великий из бродячих псов 4,TV Сериал,2023,https://nyaa.shikimori.one/uploads/poster/animes/50330/preview_alt-d368547415fb11ac49312705d65605bd.jpeg
Волейбол!!,TV Сериал,2014,https://dere.shikimori.one/uploads/poster/animes/20583/preview_alt-8d2bb0ffe47a52321cb5cc5c46d39299.jpeg
Озорная Такаги. Фильм,Фильм,2022,https://nyaa.shikimori.one/uploads/poster/animes/49722/preview_alt-d58626c304bfebc7c97109a3be46e456.jpeg
Необъятный океан,TV Сериал,2018,https://nyaa.shikimori.one/uploads/poster/animes/37105/preview_alt-c4b7a8333e4810e1dca5ef5481a4a62c.jpeg
Золотое божество 3,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/40059/preview_alt-40868a263605c6869e5c63b3830827b6.jpeg
Мастер муси: Следующая глава — Тернистый путь,TV Спецвыпуск,2014,https://nyaa.shikimori.one/uploads/poster/animes/24687/preview_alt-660f1051cd05bcaea6437ba9e79af276.jpeg
Реинкарнация безработного: История о приключениях в другом мире 2. Часть 2,TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/55888/preview_alt-3e95499daf4024a50e142b70e13a7a2a.jpeg
Re:Zero. Жизнь с нуля в альтернативном мире 2. Часть 2,TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/42203/preview_alt-c2f14b3fd98c6a6cc2abff6f6346b02e.jpeg
Задержи этот звук! Часть 2,TV Сериал,2019,https://dere.shikimori.one/uploads/poster/animes/38889/preview_alt-e04e8cf42793c3cef7c99aea9696a06c.jpeg
Призрак в доспехах: Синдром одиночки,TV Сериал,2002,https://nyaa.shikimori.one/uploads/poster/animes/467/preview_alt-a199dcabfc965244300be2ce5e3fb095.jpeg
Этот замечательный мир! Багровая легенда,Фильм,2019,https://nyaa.shikimori.one/uploads/poster/animes/38040/preview_alt-5483213303a9028572e657b34f774c25.jpeg
Магическая битва 0. Фильм,Фильм,2021,https://dere.shikimori.one/uploads/poster/animes/48561/preview_alt-8315e88478dd71f5f8920cf13e69d0b2.jpeg
Мононокэ,TV Сериал,2007,https://dere.shikimori.one/uploads/poster/animes/2246/preview_alt-747db0dcd8d6556d49979a8c07974907.jpeg
Тетрадь дружбы Нацумэ: Эфемерная связь,Фильм,2018,https://nyaa.shikimori.one/uploads/poster/animes/36538/preview_alt-9d2249b54b0c998782e8dd33d37c5a2c.jpeg
Как воспитать героиню из обычной девушки: Финал,Фильм,2019,https://nyaa.shikimori.one/uploads/poster/animes/36885/preview_alt-713c6756d7b6b30c9d1cd657fd8f0fb0.jpeg
Благословение небожителей,ONA,2020,https://dere.shikimori.one/uploads/poster/animes/40730/preview_alt-941e4206f8a31edd823ace5a22eda8c7.jpeg
Гинтама: Лучшее из «Гинтамы» на Theater 2D,Фильм,2012,https://dere.shikimori.one/uploads/poster/animes/21899/preview_alt-27c91126036338bdbd1766c81040b670.jpeg
Охотник х Охотник,TV Сериал,1999,https://nyaa.shikimori.one/uploads/poster/animes/136/preview_alt-5219c5fe88499bfa11e2ea0fd52ae4b9.jpeg
Ох уж этот экстрасенс Сайки Кусуо!,TV Сериал,2016,https://nyaa.shikimori.one/uploads/poster/animes/33255/preview_alt-91bf06cb7709e50ba44c1fb35f80c823.jpeg
Ох уж этот экстрасенс Сайки Кусуо! 2,TV Сериал,2018,https://dere.shikimori.one/uploads/poster/animes/34612/preview_alt-1423e07ef556cfb4b3f1b59441bb3723.jpeg
Седьмой киллер 3,ONA,2021,https://dere.shikimori.one/uploads/poster/animes/45556/preview_alt-320e21ea67efc2b606307f702f30203e.jpeg
Атака титанов: Выбор без сожалений,OVA,2014,https://dere.shikimori.one/uploads/poster/animes/25781/preview_alt-367c3d64d448eced7109696a0da2a26d.jpeg
Вайолет Эвергарден: Вечность и призрак пера,Фильм,2019,https://nyaa.shikimori.one/uploads/poster/animes/39741/preview_alt-efad5297ed373486afe04cfece79cede.jpeg
Лагерь на свежем воздухе. Фильм,Фильм,2022,https://dere.shikimori.one/uploads/poster/animes/38475/preview_alt-f6975f117db6c00883847d6f1810ec80.jpeg
"Очень приятно, Бог 2 OVA",OVA,2015,https://dere.shikimori.one/uploads/poster/animes/30709/preview_alt-6e6bb23c8744d886396ca213afd1ce66.jpeg
Госпожа Кагуя: в любви как на войне,TV Сериал,2019,https://dere.shikimori.one/uploads/poster/animes/37999/preview_alt-1cc5f7f22e409ddddbc7575c995d0d9b.jpeg
Тетрадь дружбы Нацумэ 6: Спецвыпуски,Спецвыпуск,2017,https://dere.shikimori.one/uploads/poster/animes/36275/preview_alt-e64031d676a409d10fe96e86204511c1.jpeg
Озорная Такаги 3,TV Сериал,2022,https://nyaa.shikimori.one/uploads/poster/animes/49721/preview_alt-fede4e011e410415ca2d4b42df0442ab.jpeg
Агент времени: Глава Инду,ONA,2024,https://nyaa.shikimori.one/uploads/poster/animes/56752/preview_alt-49ba8178c0c050b7f7c528fd9ddefc5f.jpeg
Мэйджор 5,TV Сериал,2009,https://nyaa.shikimori.one/uploads/poster/animes/5028/preview_alt-833c6cef92433c6304ae804f6f91a6d6.jpeg
Укрась прощальное утро цветами обещания,Фильм,2018,https://nyaa.shikimori.one/uploads/poster/animes/35851/preview_alt-2c887e5648ac084f7f5db86591ef204d.jpeg
Виви: Песнь флюоритового глаза,TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/46095/preview_alt-fdb59660e64e4ec26b5267e5cd1e95fd.jpeg
Страна самоцветов,TV Сериал,2017,https://dere.shikimori.one/uploads/poster/animes/35557/preview_alt-c12bca069260c8ce2a4fe9cf12898f38.jpeg
Синий гигант,Фильм,2023,https://dere.shikimori.one/uploads/poster/animes/50183/preview_alt-d121bc6d0ce50f2d47e02de489891373.jpeg
"Жозе, тигр и рыба",Фильм,2020,https://dere.shikimori.one/uploads/poster/animes/40787/preview_alt-f673da519545054b81b34a4dac627670.jpeg
Созданный в Бездне: Блуждающие сумерки,Фильм,2019,https://nyaa.shikimori.one/uploads/poster/animes/37515/preview_alt-94a502a2cc5625c52a5dde17d62077b1.jpeg
Рамаяна: Легенда о царевиче Раме,Фильм,1993,https://nyaa.shikimori.one/uploads/poster/animes/4921/preview_alt-d899d8a7c1d4a1663cd5e236428a0363.jpeg
Плач девичьей группы,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/55102/preview_alt-80871423f7a8e035f62fedfbc4eef15d.jpeg
Яркая Тихая 2,TV Сериал,2013,https://dere.shikimori.one/uploads/poster/animes/14397/preview_alt-bc0329ff56c8e602b29dc9f8e886bef9.jpeg
Гинтама 4: Любовные благовония,OVA,2016,https://nyaa.shikimori.one/uploads/poster/animes/32366/preview_alt-85da92fea7a04ec08d08f86fb3201502.jpeg
Ковбой Бибоп: Достучаться до небес,Фильм,2001,https://nyaa.shikimori.one/uploads/poster/animes/5/preview_alt-57d786d8ace4e7103183b8b2542de094.jpeg
Почувствуй ветер,TV Сериал,2018,https://dere.shikimori.one/uploads/poster/animes/37965/preview_alt-2a5b7d4628bb4fd5b9f8f206415a142f.jpeg
Корзинка фруктов: Прелюдия,Фильм,2022,https://nyaa.shikimori.one/uploads/poster/animes/49310/preview_alt-09ee745938341bfcb7b9e15c53e3038e.jpeg
Мартовский лев,TV Сериал,2016,https://dere.shikimori.one/uploads/poster/animes/31646/preview_alt-5b27ac773b7e88d833b28cc943665f57.jpeg
Перекрёстная игра,TV Сериал,2009,https://dere.shikimori.one/uploads/poster/animes/5941/preview_alt-de93ac063a0f9cc49fbab3e8b6e081d0.jpeg
Баракамон,TV Сериал,2014,https://nyaa.shikimori.one/uploads/poster/animes/22789/preview_alt-aed28ab112c5a69f5fdadcd8c9a5ba60.jpeg
Граница пустоты 7: Теория убийства — Часть 2,Фильм,2009,https://nyaa.shikimori.one/uploads/poster/animes/5205/preview_alt-893b2a9f23a2c7d1eb6543af0967ed3c.jpeg
Волейбол!! К вершине,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/38883/preview_alt-9364d19ff1907dbb39035d3ca8f8ea55.jpeg
Девочка-волшебница Мадока★Волшебство,TV Сериал,2011,https://nyaa.shikimori.one/uploads/poster/animes/9756/preview_alt-a1e0842457d451fde9fee5921bcf52ef.jpeg
Девочка-волшебница Мадока★Волшебный фильм 2: История вечности,Фильм,2012,https://dere.shikimori.one/uploads/poster/animes/11979/preview_alt-e36ed4b83e4875bfd52b66fcf6d0e8a6.jpeg
Истории ран. Часть 1: Железная кровь,Фильм,2016,https://nyaa.shikimori.one/uploads/poster/animes/9260/preview_alt-f9a41cc6ff6249e5553885b1bfc16a46.jpeg
Реинкарнация безработного: История о приключениях в другом мире,TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/39535/preview_alt-fb0bbce9f120470dfae36db74db8256b.jpeg
Деревенская глубинка 3,TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/39808/preview_alt-39069c7f9339c3ab498ba99894fd3b1f.jpeg
Этот замечательный мир! 3,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/49458/preview_alt-120f5022154c2e76354ebada383e9f0f.jpeg
Кэйон в кино!,Фильм,2011,https://dere.shikimori.one/uploads/poster/animes/9617/preview_alt-4ae4632e25bb8b69c78461be573d2b6a.jpeg
О моём перерождении в слизь 2,TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/39551/preview_alt-ff86ef45c9c38931c1a4c08331fb52d5.jpeg
Детектив Конан: Железная подводная лодка,Фильм,2023,https://nyaa.shikimori.one/uploads/poster/animes/53540/preview_alt-4225be6e6ae45bfc535242e69356740b.jpeg
Евангелион нового поколения,TV Сериал,1995,https://dere.shikimori.one/uploads/poster/animes/30/preview_alt-0a848874626e06646c2cfb1db731d52d.jpeg
Девушки и танки: Финал. Часть 4,Фильм,2023,https://nyaa.shikimori.one/uploads/poster/animes/39167/preview_alt-1b1847bce4bf2e1da50d4e10d87b89e8.jpeg
Навсикая из Долины ветров,Фильм,1984,https://nyaa.shikimori.one/uploads/poster/animes/572/preview_alt-42c77daf3c8af4fcf51a4bfd847b9420.jpeg
Пожиратель звёзд 3,ONA,2022,https://dere.shikimori.one/uploads/poster/animes/56523/preview_alt-3b17e1c7431164302b844a2e2695f5a0.jpeg
Шумиха!,TV Сериал,2007,https://dere.shikimori.one/uploads/poster/animes/2251/preview_alt-26b1a1e0f8b212cb518c2571576e374c.jpeg
Хеллсинг OVA,OVA,2006,https://nyaa.shikimori.one/uploads/poster/animes/777/preview_alt-ee719799f4df86f4c7b866aa45c5907e.jpeg
Гинтама: Рождение Белого Демона,Спецвыпуск,2008,https://dere.shikimori.one/uploads/poster/animes/6945/preview_alt-2167fd491bdbb79f36d13a24f5a83288.jpeg
"Клинок, рассекающий демонов: Бесконечный поезд",TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/49926/preview_alt-499ace0e71a84a83f073009bfe979e11.jpeg
Инициал Ди: Стадия первая,TV Сериал,1998,https://dere.shikimori.one/uploads/poster/animes/185/preview_alt-0878c1ea47f88ebeaa1f29cbab1d13d1.jpeg
"Как и ожидалось, моя школьная романтическая жизнь не удалась 3",TV Сериал,2020,https://dere.shikimori.one/uploads/poster/animes/39547/preview_alt-1a1e0d30cb3bd2eca0580a60333f632f.jpeg
Бакуман 2,TV Сериал,2011,https://dere.shikimori.one/uploads/poster/animes/10030/preview_alt-ca4fcaacf22fe2e95fc8a0c20538ea68.jpeg
"Для тебя, Бессмертный",TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/41025/preview_alt-51fe79328d65069593fed95c30408ff7.jpeg
Семёрка идолов 3. Часть 2,TV Сериал,2022,https://dere.shikimori.one/uploads/poster/animes/46654/preview_alt-fddb6c3c69c2a7577f03e72bb45ef3a2.jpeg
Роза Версаля,TV Сериал,1979,https://dere.shikimori.one/uploads/poster/animes/338/preview_alt-701161787d84af9cff8b5583057b728f.jpeg
Туманный холм пяти стихий 2,ONA,2023,https://dere.shikimori.one/uploads/poster/animes/50407/preview_alt-d6d4cd25b470738e03c533e1105e4d88.jpeg
"Вайолет Эвергарден: День, когда ты поймёшь, что я люблю тебя, обязательно наступит",Спецвыпуск,2018,https://dere.shikimori.one/uploads/poster/animes/37095/preview_alt-f6e48d0d5afe26f5d2cf67754c3937fd.jpeg
Вайолет Эвергарден: Воспоминания,Спецвыпуск,2021,https://dere.shikimori.one/uploads/poster/animes/53672/preview_alt-d04812418cb978cfcc32c1fd4f6481b9.jpeg
Брошенный кролик,TV Сериал,2011,https://nyaa.shikimori.one/uploads/poster/animes/10162/preview_alt-21da2b38d970617f9135a788961d76e9.jpeg
Пожиратель звёзд 4,ONA,2023,https://dere.shikimori.one/uploads/poster/animes/56524/preview_alt-d9be075fd45419838f97fac6b7eee41b.jpeg
Боевой континент 2,ONA,2018,https://nyaa.shikimori.one/uploads/poster/animes/37822/preview_alt-b8fb9b6842380433e719798d52f5c064.jpeg
"Звучи, эуфониум! 2",TV Сериал,2016,https://dere.shikimori.one/uploads/poster/animes/31988/preview_alt-150cc36ca5c36de0d85428088070fd56.jpeg
Мобильный воин Гандам: Происхождение,OVA,2015,https://nyaa.shikimori.one/uploads/poster/animes/10937/preview_alt-c98436eec32ec35588b01955a24d80f1.jpeg
Паразит: Учение о жизни,TV Сериал,2014,https://dere.shikimori.one/uploads/poster/animes/22535/preview_alt-8f34f803e0c62d1c9fef9d5144816a1d.jpeg
Тетрадь дружбы Нацумэ: Однажды зимним днём,OVA,2014,https://nyaa.shikimori.one/uploads/poster/animes/20651/preview_alt-d0a830b52a1ed68f09c00a94c5aa369c.jpeg
Re:Zero. Жизнь с нуля в альтернативном мире 2,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/39587/preview_alt-1bc998a80f8660c85684d8a74e75e695.jpeg
Психопаспорт,TV Сериал,2012,https://dere.shikimori.one/uploads/poster/animes/13601/preview_alt-45e0837da30c3688b6960f034a0666e8.jpeg
Один на вылет,TV Сериал,2008,https://nyaa.shikimori.one/uploads/poster/animes/5040/preview_alt-3c29fdfd2eb791bb87add51f73ee704b.jpeg
Истории монстров,TV Сериал,2009,https://dere.shikimori.one/uploads/poster/animes/5081/preview_alt-56846168d4669b5b5c5ef9f055304ac4.jpeg
Космический линкор Ямато 2199,OVA,2012,https://dere.shikimori.one/uploads/poster/animes/12029/preview_alt-e2a840fe414faaf01d7bc7b72aeaf892.jpeg
Судьба/Ночь схватки: Бесконечный мир клинков 2,TV Сериал,2015,https://dere.shikimori.one/uploads/poster/animes/28701/preview_alt-004fe76ebe999f48bbb0f367f3bcdebd.jpeg
