Царство 5,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/53223/preview_alt-2a914abae586b6a8502bc74864def703.jpeg
Агент времени,ONA,2021,https://nyaa.shikimori.one/uploads/poster/animes/44074/preview_alt-cb648136551e0f385178b422659ac5ae.jpeg
Мастер муси: Следующая глава 2,TV Сериал,2014,https://dere.shikimori.one/uploads/poster/animes/24701/preview_alt-999a07f005b9b230ceb83f6f7a1c2f03.jpeg
"Звучи, эуфониум! 3",TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/39894/preview_alt-25b9350d07dbf2e1dbae56cc186c6196.jpeg
Моб Психо 100 3,TV Сериал,2022,https://nyaa.shikimori.one/uploads/poster/animes/50172/preview_alt-c34c39839da2124ec73df8b1ca772727.jpeg
Сёва-Гэнроку: Двойное самоубийство по ракуго 2,TV Сериал,2017,https://dere.shikimori.one/uploads/poster/animes/33095/preview_alt-97192c7183b3598c11050920ab9b414a.jpeg
Блич: Тысячелетняя кровавая война — Конфликт,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/56784/preview_alt-5efa37218d52381064bdd851fc1e7ce2.jpeg
Цикл историй: Межсезонье и сезон монстров,ONA,2024,https://nyaa.shikimori.one/uploads/poster/animes/57864/preview_alt-8e7df64064cc212b4e2ee7d6492dc543.jpeg
Восемьдесят шесть. Часть 2,TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/48569/preview_alt-5debfb27127deb39ad96094a26f37400.jpeg
Блич: Тысячелетняя кровавая война — Прощание,TV Сериал,2023,https://dere.shikimori.one/uploads/poster/animes/53998/preview_alt-d84e0f848650f077dc4a910d60b05c10.jpeg
Код Гиас: Восставший Лелуш,TV Сериал,2006,https://nyaa.shikimori.one/uploads/poster/animes/1575/preview_alt-b1b8a5982fbabf18d60ed590930d273c.jpeg
Бродяга Кэнсин: Воспоминания,OVA,1999,https://nyaa.shikimori.one/uploads/poster/animes/44/preview_alt-dcf87b2f9f92578e145e6020d75b279b.jpeg
Мастер муси: Следующая глава,TV Сериал,2014,https://nyaa.shikimori.one/uploads/poster/animes/21939/preview_alt-3d915701b815e80693af609c78d7c3ba.jpeg
Оглянись,Фильм,2024,https://nyaa.shikimori.one/uploads/poster/animes/58125/preview_alt-5076197216746b928680e1763b5e9881.jpeg
Крутой учитель Онидзука,TV Сериал,1999,https://dere.shikimori.one/uploads/poster/animes/245/preview_alt-59ff5baef3585c76ec8229d2f05891d8.jpeg
Магистр дьявольского культа 3,ONA,2021,https://dere.shikimori.one/uploads/poster/animes/40434/preview_alt-5f9366d50ad8d125a4f19ffabbfdc99d.jpeg
Вайолет Эвергарден,TV Сериал,2018,https://nyaa.shikimori.one/uploads/poster/animes/33352/preview_alt-f4b12c0b3cbb4737e4f357e9e8c4321e.jpeg
Ходячий замок,Фильм,2004,https://nyaa.shikimori.one/uploads/poster/animes/431/preview_alt-99bce29e6e88fffaf5e1d8cbf1c6a248.jpeg
Первый шаг: Новый вызов,TV Сериал,2009,https://dere.shikimori.one/uploads/poster/animes/5258/preview_alt-cdfe7e955fc1d91096bc026361308189.jpeg
Re:Zero. Жизнь с нуля в альтернативном мире 3,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/54857/preview_alt-413ef187aa832e2e28758f7eae62745c.jpeg
Благословение небожителей 2,ONA,2023,https://nyaa.shikimori.one/uploads/poster/animes/50399/preview_alt-26a29d15209bae9a0be23b472170d2b6.jpeg
Принцесса Мононоке,Фильм,1997,https://dere.shikimori.one/uploads/poster/animes/164/preview_alt-7351968c32720894298e271aac4f8047.jpeg
Мастер муси,TV Сериал,2005,https://nyaa.shikimori.one/uploads/poster/animes/457/preview_alt-f45566db108521a55c5e5ca0dd08dabf.jpeg
Реинкарнация безработного: История о приключениях в другом мире. Часть 2,TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/45576/preview_alt-9edd35c2e4af9e45a7843074fa365709.jpeg
Судьба/Ночь схватки: Прикосновение небес 3,Фильм,2020,https://dere.shikimori.one/uploads/poster/animes/33050/preview_alt-3e31d5474b4ec2ce96d1b673ee324ee0.jpeg
Случайное такси,TV Сериал,2021,https://nyaa.shikimori.one/uploads/poster/animes/46102/preview_alt-2fdf77faee386afbb8fd89f27f34b997.jpeg
Созданный в Бездне,TV Сериал,2017,https://dere.shikimori.one/uploads/poster/animes/34599/preview_alt-8b173ce655651ec44d4985685e200a23.jpeg
Тетрадь дружбы Нацумэ 4,TV Сериал,2012,https://nyaa.shikimori.one/uploads/poster/animes/11665/preview_alt-3b3ee2ab2d8a9c839d84c7ddd90fe1dd.jpeg
Твоя апрельская ложь,TV Сериал,2014,https://nyaa.shikimori.one/uploads/poster/animes/23273/preview_alt-5d69575b3460cdb4f741b71ae6b93e03.jpeg
Агент времени 2,ONA,2023,https://dere.shikimori.one/uploads/poster/animes/49413/preview_alt-490e33ff3713eb18d6c0465e34630c12.jpeg
Атака титанов 3,TV Сериал,2018,https://dere.shikimori.one/uploads/poster/animes/35760/preview_alt-f77dc93cfd51886a3295f52517b27ed0.jpeg
Атака титанов: Заключительная глава — Последняя атака,Фильм,2024,https://nyaa.shikimori.one/uploads/poster/animes/59571/preview_alt-0aefce33306768872bb489557d65be54.jpeg
"Гуррен-Лаганн, пронзающий небеса",TV Сериал,2007,https://dere.shikimori.one/uploads/poster/animes/2001/preview_alt-262442193197d296ecc59fa6c20adbe8.jpeg
Великий из бродячих псов 5,TV Сериал,2023,https://nyaa.shikimori.one/uploads/poster/animes/54898/preview_alt-4096e7d2c83e4e022405d16d9e8563cc.jpeg
Волейбол!! Решающая игра на свалке,Фильм,2024,https://nyaa.shikimori.one/uploads/poster/animes/52742/preview_alt-dba16cd6f74f08ae6927601cd6b32b30.jpeg
Тетрадь смерти,TV Сериал,2006,https://dere.shikimori.one/uploads/poster/animes/1535/preview_alt-9fd3efb50ed29524695d2e43b96434c6.jpeg
Волейбол!! 2,TV Сериал,2015,https://dere.shikimori.one/uploads/poster/animes/28891/preview_alt-e10306be8be2ec7d9fdd1799ea8e036c.jpeg
Госпожа Кагуя: в любви как на войне 2,TV Сериал,2020,https://dere.shikimori.one/uploads/poster/animes/40591/preview_alt-7546fa499ddd3e379f11bfe29c7969c9.jpeg
"Созданный в Бездне: Солнце, вспыхнувшее в Золотом городе",TV Сериал,2022,https://nyaa.shikimori.one/uploads/poster/animes/41084/preview_alt-48a1f3b47308974b2bdc2f1f7effe875.jpeg
Пинг-понг,TV Сериал,2014,https://nyaa.shikimori.one/uploads/poster/animes/22135/preview_alt-62b24f84f623e42927715894076eba72.jpeg
Созданный в Бездне: Рассвет глубокой души,Фильм,2020,https://nyaa.shikimori.one/uploads/poster/animes/36862/preview_alt-cf3be968d53fdf0257b99c3706293208.jpeg
Тетрадь дружбы Нацумэ 6,TV Сериал,2017,https://nyaa.shikimori.one/uploads/poster/animes/34591/preview_alt-0658df2062e3d912aa020c7347ec4a8c.jpeg
Киберпанк: Бегущие по краю,ONA,2022,https://dere.shikimori.one/uploads/poster/animes/42310/preview_alt-35cebc7322bee5cb179f6ae64553072c.jpeg
Подземелье вкусностей,TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/52701/preview_alt-16dfba4f950e1ccd441bd6358f2b862a.jpeg
Исчезновение Харухи Судзумии,Фильм,2010,https://nyaa.shikimori.one/uploads/poster/animes/7311/preview_alt-33ce98e13c071e78de79a5a4d1a48f33.jpeg
Первый шаг: Восхождение,TV Сериал,2013,https://nyaa.shikimori.one/uploads/poster/animes/19647/preview_alt-f9ec99179ba108b1bddd5ee8929b06af.jpeg
Ребёнок идола 2,TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/55791/preview_alt-147cba1e6ca5ff8375ad366d745edb66.jpeg
Тетрадь дружбы Нацумэ 7,TV Сериал,2024,https://nyaa.shikimori.one/uploads/poster/animes/55823/preview_alt-d515f8b92cfb0ff761d0b35929b95627.jpeg
Ребёнок идола,TV Сериал,2023,https://nyaa.shikimori.one/uploads/poster/animes/52034/preview_alt-44a1e3a76c74702d167619910c9a3505.jpeg
Этот глупый свин не понимает мечту девочки-мечтательницы,Фильм,2019,https://dere.shikimori.one/uploads/poster/animes/38329/preview_alt-2b28c613bc89e92ca94dd3dfdae0967d.jpeg
Евангелион 3.0+1.01: Как-то раз,Фильм,2021,https://dere.shikimori.one/uploads/poster/animes/3786/preview_alt-49426c5a34552be2bb5bc5135263c6af.jpeg
Берсерк,TV Сериал,1997,https://nyaa.shikimori.one/uploads/poster/animes/33/preview_alt-4be08cabc088dd8a141400df7521af46.jpeg
Гуррен-Лаганн: Звёздный свет,Фильм,2009,https://dere.shikimori.one/uploads/poster/animes/4565/preview_alt-a5bc54bfec6780c4cee3c55e0c49e9a5.jpeg
Мастер муси: Следующая глава — Капли колокольчиков,Фильм,2015,https://dere.shikimori.one/uploads/poster/animes/28957/preview_alt-333846fd0a3d2fad85e36df43a67bbe1.jpeg
Невероятное приключение ДжоДжо: Золотой ветер,TV Сериал,2018,https://nyaa.shikimori.one/uploads/poster/animes/37991/preview_alt-30f0ab902fc8d92a2045fea51e033d72.jpeg
"Клинок, рассекающий демонов: Бесконечный поезд. Фильм",Фильм,2020,https://nyaa.shikimori.one/uploads/poster/animes/40456/preview_alt-142bb46717a999d1266cdb4a69189205.jpeg
Тетрадь дружбы Нацумэ 3,TV Сериал,2011,https://dere.shikimori.one/uploads/poster/animes/10379/preview_alt-feda4bcb2881a742f0eedfe1384c9d9c.jpeg
Магическая битва,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/40748/preview_alt-ffd9c300a33433d9ce0bf1ce35824900.jpeg
Дандадан,TV Сериал,2024,https://dere.shikimori.one/uploads/poster/animes/57334/preview_alt-2a346126c6ca6b0b4eb749fefb7ae788.jpeg
Истории ран. Часть 2: Горячая кровь,Фильм,2016,https://dere.shikimori.one/uploads/poster/animes/31757/preview_alt-08f1fe8758ab8301a85148791f673498.jpeg
Расколотая битвой синева небес: Трёхлетнее соглашение,ONA,2021,https://nyaa.shikimori.one/uploads/poster/animes/49701/preview_alt-65675ef4d10b0b7acff59550765c3fa4.jpeg
Тетрадь дружбы Нацумэ 5,TV Сериал,2016,https://dere.shikimori.one/uploads/poster/animes/32983/preview_alt-96156a9fef331a2a4e096f584868a928.jpeg
Нана,TV Сериал,2006,https://nyaa.shikimori.one/uploads/poster/animes/877/preview_alt-282dc4719e17d8ff1e5a259d13c70e09.jpeg
Волчьи дети Амэ и Юки,Фильм,2012,https://nyaa.shikimori.one/uploads/poster/animes/12355/preview_alt-30e69f1b48c72df1ddd26d0eb2d04cf9.jpeg
Я хочу съесть твою поджелудочную,Фильм,2018,https://dere.shikimori.one/uploads/poster/animes/36098/preview_alt-5b1a5c7ceeefe4efb7e39602b0feb723.jpeg
Идеальная грусть,Фильм,1998,https://nyaa.shikimori.one/uploads/poster/animes/437/preview_alt-47ce182a88e316369d181dac87fb2fa4.jpeg
Атака титанов,TV Сериал,2013,https://dere.shikimori.one/uploads/poster/animes/16498/preview_alt-c15083ab825f7f58d3f951f95fbc2444.jpeg
Евангелион нового поколения: Конец Евангелиона,Фильм,1997,https://dere.shikimori.one/uploads/poster/animes/32/preview_alt-996c7576e808d9ef5a3dca3aa254f582.jpeg
Сёва-Гэнроку: Двойное самоубийство по ракуго,TV Сериал,2016,https://dere.shikimori.one/uploads/poster/animes/28735/preview_alt-4d06b8c0f10535ea765498f873d303e5.jpeg
Слэм-данк,TV Сериал,1993,https://nyaa.shikimori.one/uploads/poster/animes/170/preview_alt-52f1fcacea176abf55f53504fb9684f0.jpeg
Сказ о четырёх с половиной татами,TV Сериал,2010,https://nyaa.shikimori.one/uploads/poster/animes/7785/preview_alt-54a353be21c08ea8d02fda16609823b0.jpeg
Волейбол!! К вершине 2,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/40776/preview_alt-72e1b0469d51159f2ae40d4a9dd0f5ff.jpeg
Врата Штейна 0,TV Сериал,2018,https://dere.shikimori.one/uploads/poster/animes/30484/preview_alt-16a6c1a156930bf163b8f009b7c593a6.jpeg
Корзинка фруктов 2,TV Сериал,2020,https://nyaa.shikimori.one/uploads/poster/animes/40417/preview_alt-d569b2ff443ebe7c2d911de17fd2b77e.jpeg
Судьба/Начало 2,TV Сериал,2012,https://nyaa.shikimori.one/uploads/poster/animes/11741/preview_alt-e9c048d4c9d9dc8ada06c51209351484.jpeg
Тетрадь дружбы Нацумэ 2,TV Сериал,2009,https://dere.shikimori.one/uploads/poster/animes/5300/preview_alt-eba1b0e82f062f48d850744dd3814815.jpeg
"Мастер муси: Тень, поглотившая Солнце",TV Спецвыпуск,2014,https://nyaa.shikimori.one/uploads/poster/animes/21329/preview_alt-75fc3dc6d716aacdb7f6b15781fcd39b.jpeg
Невероятное приключение ДжоДжо: Каменный океан. Часть 3,ONA,2022,https://nyaa.shikimori.one/uploads/poster/animes/53273/preview_alt-1ee076f2fd22722f9cb64c2e01b0151f.jpeg
Призрак в доспехах: Синдром одиночки 2,TV Сериал,2004,https://dere.shikimori.one/uploads/poster/animes/801/preview_alt-9bc000237d65fc9cf32cb29b15452aa0.jpeg
Бакуман 3,TV Сериал,2012,https://nyaa.shikimori.one/uploads/poster/animes/12365/preview_alt-c018928355d945a5cb57de6aec5f130f.jpeg
Гинтама: Сказание о Бэнидзакуре,Фильм,2010,https://dere.shikimori.one/uploads/poster/animes/7472/preview_alt-4fc9a2ec616c960327861467dd25abbf.jpeg
Гинтама 6,TV Сериал,2017,https://dere.shikimori.one/uploads/poster/animes/35843/preview_alt-82e69f00f0808340011a1faec9655699.jpeg
Могила светлячков,Фильм,1988,https://dere.shikimori.one/uploads/poster/animes/578/preview_alt-ce2d3f40fbe61a203dcc074782fa9c97.jpeg
Атака титанов 2,TV Сериал,2017,https://dere.shikimori.one/uploads/poster/animes/25777/preview_alt-ec6ac7d3e47ed6de4cd9ee1fb287f3aa.jpeg
Девичья опера: Свет ревю. Фильм,Фильм,2021,https://dere.shikimori.one/uploads/poster/animes/40664/preview_alt-e394ed4903caac4dff231d703e217225.jpeg
"Дальше, чем космос",TV Сериал,2018,https://nyaa.shikimori.one/uploads/poster/animes/35839/preview_alt-d613073c389fe0e66763b7bee62502d5.jpeg
Лагерь на свежем воздухе 2,TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/38474/preview_alt-4bbef6e6cc59a1c926fc707cdf7aa994.jpeg
Достучаться до тебя 3,ONA,2024,https://nyaa.shikimori.one/uploads/poster/animes/56538/preview_alt-c334642484597b6241692f828ec75fd6.jpeg
Граница пустоты 5: Спираль парадокса,Фильм,2008,https://nyaa.shikimori.one/uploads/poster/animes/4282/preview_alt-4328f6b50ad94dee6789da3d9a37d466.jpeg
Самурай Чамплу,TV Сериал,2004,https://dere.shikimori.one/uploads/poster/animes/205/preview_alt-b42573dc341bf374fa768e0bb7a9dea9.jpeg
Рейтинг короля,TV Сериал,2021,https://dere.shikimori.one/uploads/poster/animes/40834/preview_alt-b441a53546335609e09056b905f8d300.jpeg
Благословение небожителей: Спецвыпуск,ONA,2021,https://nyaa.shikimori.one/uploads/poster/animes/44070/preview_alt-8d3eb0129db13e8836eeac30f699de92.jpeg
Невероятное приключение ДжоДжо: Несокрушимый алмаз,TV Сериал,2016,https://nyaa.shikimori.one/uploads/poster/animes/31933/preview_alt-5462619c77afb97baf7ae2890b3be170.jpeg
Обещанный Неверленд,TV Сериал,2019,https://dere.shikimori.one/uploads/poster/animes/37779/preview_alt-93b7bf28c2996427fc85bcc3a95312ff.jpeg
Девочка-волшебница Мадока★Волшебный фильм 3: История восстания,Фильм,2013,https://dere.shikimori.one/uploads/poster/animes/11981/preview_alt-842c173a308d1f5ce38c1ec45b48bd57.jpeg
Моб Психо 100,TV Сериал,2016,https://nyaa.shikimori.one/uploads/poster/animes/32182/preview_alt-b4a90afd9181420b6cff4e2a8dcf4c3c.jpeg
Ванпанчмен,TV Сериал,2015,https://nyaa.shikimori.one/uploads/poster/animes/30276/preview_alt-bfdd721222fa7df8d0b683be591f6fa0.jpeg
Класс убийц 2,TV Сериал,2016,https://dere.shikimori.one/uploads/poster/animes/30654/preview_alt-23edb61acc50a3756154d18b17bfc1a0.jpeg
Ария: Происхождение,TV Сериал,2008,https://nyaa.shikimori.one/uploads/poster/animes/3297/preview_alt-e72ff9a7efd73b81cbcc70a60f1eea83.jpeg
Космические братья,TV Сериал,2012,https://nyaa.shikimori.one/uploads/poster/animes/12431/preview_alt-ded2886b1540304eff280edeef8d42f3.jpeg
Семья шпиона,TV Сериал,2022,https://dere.shikimori.one/uploads/poster/animes/50265/preview_alt-a4d9674891f073d8d31bde2d36bd3e39.jpeg
Человек-бензопила,TV Сериал,2022,https://nyaa.shikimori.one/uploads/poster/animes/44511/preview_alt-226112c0e0e5f72e9dfc4ffe21b70060.jpeg
Судьба/Ночь схватки: Прикосновение небес 2,Фильм,2019,https://nyaa.shikimori.one/uploads/poster/animes/33049/preview_alt-0ff49cdb11b7a09bd77badf7833b6307.jpeg
Мелочи жизни,TV Сериал,2011,https://dere.shikimori.one/uploads/poster/animes/10165/preview_alt-f83515f5f5b396f6ccfe0275e47e58ed.jpeg
Летнее время,TV Сериал,2022,https://dere.shikimori.one/uploads/poster/animes/47194/preview_alt-8dc75dc048d7c535c7370a7bfe12ae66.jpeg
Плутон,ONA,2023,https://dere.shikimori.one/uploads/poster/animes/35737/preview_alt-6708be82295376dedae0513eb0418902.jpeg
Отчёт о буйстве духов,TV Сериал,1992,https://dere.shikimori.one/uploads/poster/animes/392/preview_alt-aab483a1869f074ef185c2e169c28c0b.jpeg
Банановая рыба,TV Сериал,2018,https://nyaa.shikimori.one/uploads/poster/animes/36649/preview_alt-e8d62d382f3b5a5ee6cf05a712b41918.jpeg
Яркая Тихая 3,TV Сериал,2019,https://nyaa.shikimori.one/uploads/poster/animes/37379/preview_alt-5bef784dd794cf7247567032547fde1c.jpeg
Магистр дьявольского культа,ONA,2018,https://nyaa.shikimori.one/uploads/poster/animes/37208/preview_alt-58cbf107f054f232fba56508a7717820.jpeg
Магистр дьявольского культа 2,ONA,2019,https://dere.shikimori.one/uploads/poster/animes/38450/preview_alt-9d614631f1ef45ed224dd1a445352bd6.jpeg
Гинтама: Полуфинал,Спецвыпуск,2021,https://nyaa.shikimori.one/uploads/poster/animes/44087/preview_alt-e1fae1ef729854f12b01cf89771ef422.jpeg
"Клинок, рассекающий демонов",TV Сериал,2019,https://nyaa.shikimori.one/uploads/poster/animes/38000/preview_alt-b8f0f759aff78e3d2e3ae9b82cbd8ff3.jpeg
История финала,TV Сериал,2015,https://nyaa.shikimori.one/uploads/poster/animes/31181/preview_alt-4759556df274ed0d977896ec43ce3470.jpeg
Врата Штейна: Зона загрузки дежавю,Фильм,2013,https://dere.shikimori.one/uploads/poster/animes/11577/preview_alt-7f68296eb9e452bd332ed59da9fb8df2.jpeg
Радуга: Семеро из шестой камеры второго блока,TV Сериал,2010,https://dere.shikimori.one/uploads/poster/animes/6114/preview_alt-9dc85a3680d032c058978e387adedfef.jpeg
История финала: Продолжение,TV Сериал,2019,https://dere.shikimori.one/uploads/poster/animes/36999/preview_alt-eca6f65e75cf11254370204d44cddecc.jpeg
